NRIC,year,yearly_income,tax_paid,house_rebate,child_rebate,education_rebate
G241091B,2017,330000,9200,2300,200,5400
G5848479B,2017,870000,5600,800,750,3200
G447824L,2017,920000,4600,1000,1000,5400
G2046787L,2017,940000,3700,600,600,5500
G2027204L,2017,570000,4900,2500,1150,3200
G3152503K,2017,60000,4500,900,50,5100
G2859342X,2017,340000,300,2500,850,5100
G1278136K,2017,40000,9100,1600,300,5200
G5073348K,2017,950000,8100,400,400,900
G5028947B,2017,140000,8000,1600,250,4900
G524020B,2017,630000,1600,0,650,3200
G5910787K,2017,230000,1600,300,1050,3400
G2159737K,2017,480000,3000,800,900,3700
G2506959J,2017,400000,9300,500,100,5200
G2393542X,2017,90000,8600,600,800,4700
G5707344J,2017,680000,2700,900,1100,600
G4138799L,2017,120000,2900,100,950,2800
G1282147A,2017,510000,4100,1800,50,3400
G4841494L,2017,420000,6700,1600,550,5000
G2698496J,2017,480000,500,1100,100,1000
G5270319K,2017,810000,6600,500,200,2900
G2532549X,2017,870000,7400,400,1050,3000
G1890668A,2017,990000,5100,100,350,2500
G3913333L,2017,80000,8900,1500,800,1300
G2581094L,2017,440000,8400,1800,1100,1200
G3781387L,2017,850000,7300,900,50,700
G4321516K,2017,40000,6700,700,0,0
G4694703K,2017,150000,5800,600,1050,1200
G712337A,2017,790000,3800,200,550,2100
G2783541B,2017,610000,10000,2500,400,3000
G792190X,2017,830000,6900,1500,900,5500
G5686266L,2017,140000,3800,0,1050,2600
G1531345X,2017,120000,10000,2100,850,1900
G5065252L,2017,500000,5500,500,750,4200
G4940500X,2017,200000,6600,300,1150,2600
G1819711X,2017,560000,5600,2300,550,400
G2188084K,2017,450000,6100,600,150,4800
G2966319L,2017,990000,4300,600,550,3500
G711046B,2017,240000,3100,2000,250,400
G3647884B,2017,650000,2000,500,900,1500
G4427283K,2017,430000,8600,200,950,3600
G2480820B,2017,170000,4900,700,450,2300
G1494655K,2017,720000,7300,2400,850,1200
G599032L,2017,190000,9100,100,900,2000
G3121635J,2017,820000,3200,500,1250,5100
G3726192K,2017,970000,7900,2000,1150,5400
G3915072X,2017,420000,3700,1800,550,700
G5558557B,2017,650000,4200,1600,550,5500
G1649688X,2017,260000,6800,600,550,4200
G3351206K,2017,170000,4500,1400,1050,2400
G4037103X,2017,60000,8200,300,100,1400
G2151358A,2017,830000,9700,600,350,1000
G888598L,2017,70000,5200,400,100,3100
G3940258K,2017,810000,2800,600,350,3900
G3836563A,2017,410000,7700,200,150,1500
G3364651A,2017,800000,3200,500,50,2600
G3417936L,2017,500000,800,1100,600,4200
G258666A,2017,210000,2600,2200,350,1300
G890430K,2017,830000,2700,1500,450,3900
G371787K,2017,430000,1300,700,850,5300
G936436K,2017,40000,10000,200,1000,5300
G4052304J,2017,150000,1700,1700,750,2500
G2473373A,2017,860000,500,2000,650,2600
G5314790K,2017,780000,2300,400,1100,4400
G2636295K,2017,200000,5400,1900,700,2000
G3329798K,2017,170000,6200,300,950,1600
G3194464K,2017,620000,7000,2300,100,900
G3819365J,2017,530000,9100,1000,0,4000
G3095854J,2017,130000,5400,1300,50,4300
G5233253J,2017,180000,2600,700,950,800
G3301660K,2017,880000,9300,500,0,100
G4026973A,2017,810000,1400,1600,1100,5500
G2450676A,2017,900000,700,300,50,2100
G2526049X,2017,710000,1200,2200,650,1500
G5929606K,2017,210000,6500,300,450,300
G896667B,2017,730000,8400,400,700,1600
G3774526K,2017,70000,3100,1400,450,3600
G2025201B,2017,880000,4400,1400,50,300
G3381590B,2017,610000,6900,1000,400,2300
G437042J,2017,470000,6100,2200,0,1800
G2021439J,2017,960000,900,2000,1200,3400
G1531971X,2017,1000000,6900,100,1200,800
G2423351B,2017,50000,600,2200,400,500
G1646823L,2017,40000,300,600,400,5500
G2928366B,2017,500000,3900,1300,600,4000
G3610286B,2017,620000,5800,2100,700,2800
G2368679L,2017,910000,8900,1300,300,2400
G5818481B,2017,820000,6300,2500,1150,1000
G825791L,2017,940000,2700,700,500,1800
G352731L,2017,420000,7900,800,1050,1200
G4153634L,2017,500000,2900,1400,250,3800
G5763152K,2017,810000,2000,100,750,1300
G1380239B,2017,690000,6200,500,850,1400
G512987J,2017,70000,800,100,500,1000
G4865564L,2017,360000,9700,1000,50,2800
G3438158L,2017,330000,1500,700,550,4300
G419804L,2017,220000,2400,1600,1000,1100
G5741180L,2017,850000,2600,200,150,2200
G3909253B,2017,50000,5600,300,100,100
G2493452J,2017,200000,9100,1900,550,1700
G702549A,2017,500000,5600,300,200,2800
G2560303K,2017,840000,2400,1100,1050,3300
G5240327A,2017,880000,3700,2500,600,1100
G1518745J,2017,150000,5600,800,400,800
G252759K,2017,170000,5800,600,250,2100
G5762997X,2017,210000,6500,1100,350,2800
G2017026L,2017,610000,3400,0,200,3600
G5034204A,2017,680000,9400,1800,1150,5100
G4541004J,2017,280000,5000,500,1050,2400
G928598L,2017,80000,5600,1200,550,2200
G1978915J,2017,670000,1600,2300,500,4500
G5255609X,2017,860000,1500,600,300,2900
G5603172X,2017,660000,6000,2500,700,1000
G4816692L,2017,90000,10000,700,550,700
G4324647L,2017,430000,3900,1100,650,3800
G3996771A,2017,930000,2000,2300,850,3700
G2845213J,2017,320000,800,1100,50,4900
G5847225L,2017,70000,3800,0,200,1600
G3674026X,2017,740000,1500,1800,550,900
G2799878L,2017,710000,8800,800,150,900
G3195219B,2017,750000,9900,1600,850,5400
G2470794X,2017,970000,3200,2500,1050,1200
G621895L,2017,830000,6500,2000,100,5200
G3637525L,2017,530000,3900,2300,250,5000
G3421142A,2017,630000,3700,1800,0,4000
G5176883A,2017,580000,4000,900,800,3900
G1956716K,2017,620000,3300,1800,900,4800
G843033K,2017,110000,9300,100,200,3100
G2548825X,2017,920000,3800,400,1200,1300
G2230381L,2017,610000,9000,0,250,4200
G811609L,2017,130000,9300,1800,400,2000
G5371294L,2017,810000,10000,1800,900,1400
G2541770L,2017,900000,2800,1900,50,1800
G3389885A,2017,620000,5200,1900,1100,500
G5219239J,2017,430000,4800,1400,400,900
G1472514K,2017,320000,2500,1300,100,1400
G2107883B,2017,680000,2300,400,50,400
G409302B,2017,290000,8600,900,100,4400
G1376611X,2017,730000,7700,0,1100,1900
G3415313K,2017,250000,2500,2200,250,1900
G2971901X,2017,990000,9100,200,450,2200
G2848655L,2017,380000,7000,0,800,2100
G3707413K,2017,660000,1900,1200,400,5400
G3525692A,2017,710000,1600,1400,250,4100
G2040650K,2017,120000,4100,500,50,2200
G3312192X,2017,80000,9100,400,1150,100
G3006416A,2017,850000,2000,600,600,700
G5182208A,2017,160000,9500,1800,700,3600
G5554650K,2017,130000,5600,1500,350,1500
G4536624X,2017,750000,5600,300,400,200
G5942649L,2017,290000,9700,1600,500,2000
G2113050L,2017,790000,7500,1200,1050,3700
G733949K,2017,1000000,9000,600,550,1200
G5320974J,2017,940000,1600,2000,1050,4300
G3645152J,2017,360000,400,1600,450,4400
G2302686X,2017,410000,9500,500,500,3800
G3241040L,2017,840000,2800,2200,500,1700
G1308964L,2017,780000,1200,1800,1000,500
G2893227J,2017,680000,8500,2300,100,4600
G2024149A,2017,690000,3300,100,350,2700
G5268100J,2017,480000,5600,300,700,3700
G3188841A,2017,940000,9800,800,650,200
G3095573L,2017,120000,9100,900,700,1600
G1342662L,2017,390000,6700,1800,350,2500
G3880836B,2017,920000,900,1600,1000,4500
G2661159L,2017,300000,7900,1100,600,2200
G3643954K,2017,590000,8200,2200,0,3900
G5918624J,2017,310000,7600,1500,650,3500
G4933930K,2017,570000,2300,700,950,1700
G1525803X,2017,750000,1200,1400,500,3400
G2042547X,2017,560000,2900,1100,600,200
G1819041X,2017,880000,1300,1900,300,300
G2926845L,2017,430000,2200,1000,950,0
G3661988L,2017,560000,5600,1600,1250,3200
G2464647L,2017,450000,2400,2000,1000,1100
G2380503K,2017,320000,1000,1900,500,1700
G2965476A,2017,420000,3500,1400,800,4800
G2840986L,2017,790000,7100,900,1150,700
G4753157J,2017,330000,8600,900,300,2900
G5993808L,2017,590000,6200,1100,500,1200
G2985892K,2017,180000,9900,300,50,4700
G3945203L,2017,990000,3000,2200,50,4800
G1478491X,2017,150000,2100,400,1150,2900
G969404B,2017,530000,6200,1000,0,1500
G4473377L,2017,570000,7700,1300,450,5300
G5725698B,2017,690000,10000,2100,750,4600
G3891498B,2017,710000,6100,700,0,1500
G4656752X,2017,110000,5400,2100,150,3900
G5093449L,2017,390000,6500,2500,850,200
G3372764L,2017,320000,8500,1500,750,1000
G3601826L,2017,90000,1900,800,50,4000
G2874314K,2017,410000,9900,1500,700,1000
G4544000L,2017,990000,5100,1200,1050,1600
G4441306K,2017,200000,1700,100,400,3400
G839078X,2017,850000,7900,1000,650,4600
G5755229L,2017,900000,7600,1800,650,2100
G2429174A,2017,310000,9200,800,200,4700
G5304030L,2017,400000,4600,1100,500,4900
G3790206J,2017,610000,6100,1700,500,3900
G4062412L,2017,540000,500,900,750,3600
G403666X,2017,370000,5400,0,950,5200
G3871817L,2017,110000,3600,1300,850,1700
G706704X,2017,690000,3100,1700,1050,2000
G885653L,2017,140000,2600,200,1200,2800
G1339949J,2017,520000,7400,800,1000,2500
G4561652L,2017,920000,7300,2200,600,1800
G931005X,2017,1000000,8300,2400,1100,2600
G4868520B,2017,90000,4300,400,800,0
G855067K,2017,520000,700,1700,400,1000
G976558J,2017,580000,3300,1800,1050,2200
G4956155K,2017,990000,5600,1500,1050,4900
G5054689K,2017,320000,1600,1000,750,4200
G2656676A,2017,150000,800,2500,250,5000
G5971084J,2017,970000,6200,2200,1200,3800
G692883L,2017,250000,7500,1400,550,4000
G3120557B,2017,640000,2400,400,1150,5100
G5617932L,2017,810000,7800,100,950,4300
G632065A,2017,120000,5400,1500,350,900
G2075224J,2017,330000,1300,1500,1100,2400
G4111127J,2017,680000,8900,1600,800,2700
G5119061K,2017,400000,5200,1900,1150,4400
G2091043X,2017,1000000,9600,1800,650,1800
G5698408X,2017,920000,7400,2200,1050,1000
G1514740K,2017,800000,1900,1100,750,4600
G1712740A,2017,730000,3000,2400,500,4400
G4858176L,2017,70000,4100,1200,300,300
G3772437A,2017,120000,2400,400,350,3700
G1462295L,2017,840000,8200,1700,1250,1900
G400040L,2017,340000,1700,2200,1150,3100
G5045604L,2017,890000,4000,2300,0,3200
G3517356L,2017,880000,4100,2100,550,3800
G5912324J,2017,810000,6100,1800,1150,2900
G2034089B,2017,830000,6900,100,950,3000
G1423212A,2017,800000,1300,700,550,2900
G2042881K,2017,930000,6800,1600,250,3000
G5358737L,2017,610000,500,2300,1000,5300
G3732568A,2017,800000,7500,1800,750,4000
G1186006X,2017,140000,9500,2000,500,5000
G589192B,2017,340000,8600,2500,100,3100
G3224986L,2017,670000,1000,1500,600,1500
G2547724L,2017,800000,2900,400,550,4300
G1580981L,2017,1000000,5100,2300,200,1900
G2755058X,2017,380000,9700,1500,800,5200
G3118554B,2017,90000,900,2400,0,3100
G4552697B,2017,280000,4100,1300,950,700
G2691145A,2017,720000,5100,200,1050,3100
G4246415L,2017,740000,10000,400,500,2100
G5224549A,2017,80000,2400,1600,500,3400
G2450530B,2017,70000,2000,1900,950,1200
G3444457K,2017,470000,8900,1900,650,4600
G764906L,2017,50000,7600,1600,300,2800
G2682759B,2017,590000,5200,2300,1000,2600
G3402095K,2017,270000,3600,2000,900,500
G988428K,2017,650000,9600,900,800,800
G2331985X,2017,200000,2500,2100,750,900
G987267L,2017,770000,3000,2400,150,4500
G3030903A,2017,150000,6300,2100,750,1200
G381571L,2017,460000,10000,100,1250,900
G3781058K,2017,300000,3100,500,550,800
G4514594K,2017,370000,8200,400,900,2400
G1421005K,2017,300000,700,2000,1250,4500
G5662984K,2017,160000,6800,900,250,3200
G1173806L,2017,650000,7400,0,650,5000
G3084982J,2017,160000,9500,600,850,1100
G1989172L,2017,610000,5000,900,1000,3100
G3996532A,2017,90000,9600,1100,350,2900
G4135472J,2017,360000,3500,1000,250,1400
G771703L,2017,220000,7600,300,950,1700
G1927219X,2017,880000,6500,1300,400,1100
G1527357X,2017,930000,6500,700,850,1400
G1398420B,2017,560000,3000,2400,500,1900
G4239122B,2017,660000,7000,1900,450,4800
G4097888A,2017,960000,4800,2400,800,4000
G5559124A,2017,890000,7600,700,100,4000
G1598922B,2017,790000,9500,900,50,1800
G1438313K,2017,40000,2500,2200,450,1200
G3746579L,2017,430000,1400,500,850,4500
G2706401L,2017,270000,5100,1200,1000,5000
G4185792L,2017,330000,9400,200,650,2100
G1873496L,2017,980000,6100,1900,50,1100
G1717921X,2017,760000,900,1900,200,3700
G2404059A,2017,310000,7600,2200,550,4100
G4133303K,2017,440000,8800,600,0,300
G471868B,2017,860000,5400,1300,1050,2100
G1444284B,2017,620000,3800,300,1200,4300
G4824260K,2017,840000,5200,1000,1100,1700
G1535238K,2017,210000,7000,600,900,700
G1471364J,2017,210000,2400,2400,800,1300
G458658J,2017,940000,8400,2200,550,2300
G1892261J,2017,840000,5000,1900,400,5100
G4386894B,2017,730000,4700,2500,1150,2900
G793631X,2017,280000,3600,1100,1250,2800
G374857K,2017,370000,6500,100,0,3500
G3303978J,2017,680000,5700,1400,1000,500
G4002121L,2017,690000,1600,2100,150,4700
G4130121K,2017,280000,1100,1100,400,4200
G2378128X,2017,70000,8700,2400,1000,1300
G3646012B,2017,720000,9700,200,50,5400
G5441586J,2017,230000,2600,1300,500,4200
G622909L,2017,40000,2000,0,800,5500
G2558780K,2017,360000,3200,200,550,4500
G3940881X,2017,850000,3500,1400,950,5200
G3906463X,2017,120000,9400,1000,950,3200
G3002894J,2017,460000,2400,0,850,4100
G1814295B,2017,620000,5500,2500,950,3300
G2968592L,2017,410000,2800,1100,300,1800
G5645334J,2017,400000,2500,1900,0,5500
G1624656J,2017,1000000,3100,2400,1100,1900
G4625592L,2017,340000,6300,300,900,1000
G2940828A,2017,920000,3100,1400,650,2500
G5793905K,2017,690000,1000,2400,1000,2900
G1024112B,2017,240000,8500,1700,1150,2900
G4628181X,2017,390000,4000,2400,550,2400
G1650194A,2017,330000,1300,1100,750,5300
G3716020A,2017,250000,7200,1000,600,3700
G3727583L,2017,680000,3200,2300,1100,2600
G3331525K,2017,560000,9300,800,1100,1800
G3735409X,2017,460000,1200,1600,800,3600
G3900470L,2017,550000,2700,1200,250,2800
G718590K,2017,670000,500,1100,750,3500
G5155009L,2017,250000,2200,600,950,2500
G2716488L,2017,220000,8100,600,600,2200
G5635123X,2017,160000,4200,1900,1050,2500
G4748171K,2017,840000,8700,100,500,1900
G2935903L,2017,800000,7300,600,1000,1800
G4522414A,2017,230000,3200,2200,500,1600
G2438382J,2017,430000,7600,1900,250,2500
G3223646X,2017,770000,1300,400,950,900
G3965921L,2017,890000,1800,800,700,1400
G5044855L,2017,780000,7300,600,1000,5400
G2865587K,2017,460000,6400,1000,300,4800
G3206669J,2017,280000,3400,900,400,5500
G2671658L,2017,400000,2000,1200,850,1700
G5592245A,2017,740000,5400,500,100,600
G3618059X,2017,870000,4900,800,300,2600
G5900528L,2017,710000,300,1800,100,3000
G3558691X,2017,820000,3600,400,1000,2900
G1396492A,2017,850000,7000,1400,1150,3800
G2064985L,2017,210000,1000,0,1250,800
G4952488B,2017,290000,2500,800,550,4600
G1660579J,2017,50000,9900,300,600,2800
G5353370K,2017,560000,6400,1600,1050,5100
G4119364X,2017,40000,5300,1300,300,5000
G2224186A,2017,690000,4100,900,0,5300
G5907146B,2017,110000,7900,1900,250,3600
G2110744K,2017,340000,400,2000,100,500
G3926767K,2017,70000,8800,900,200,2700
G5016202K,2017,50000,6900,1100,550,2100
G4962334B,2017,420000,8500,2000,150,0
G2326291A,2017,380000,2900,1100,0,3100
G5574295L,2017,460000,2200,1300,700,300
G298262B,2017,690000,6700,0,300,3000
G3430892K,2017,970000,2100,800,50,4300
G1083623L,2017,510000,400,2500,1100,1700
G4245082A,2017,150000,7500,1300,200,600
G5950440L,2017,910000,4000,1300,700,2500
G2833213L,2017,530000,2900,300,400,5400
G5576769K,2017,500000,8600,0,1050,900
G3889473A,2017,140000,6300,2200,300,2800
G4620970B,2017,200000,300,400,300,4300
G1340206B,2017,190000,4100,0,1100,2900
G350083A,2017,100000,6100,1500,1000,2700
G860337B,2017,690000,400,2500,0,5200
G3664121J,2017,330000,2300,700,800,5000
G2397022K,2017,630000,1600,200,1050,1800
G4490209L,2017,970000,2400,200,450,1700
G4468597J,2017,870000,6800,200,700,3800
G3134599L,2017,630000,5000,400,1050,800
G5309457J,2017,250000,6700,1000,50,5400
G1782578X,2017,300000,2200,1800,600,5100
G5384127K,2017,510000,4500,2500,750,500
G437425J,2017,830000,6300,1500,150,4300
G1126868A,2017,510000,2400,1400,1000,2100
G540825K,2017,530000,1800,1400,300,700
G748168J,2017,510000,4700,1400,0,900
G2640857B,2017,560000,3000,100,1200,2000
G1276699L,2017,120000,6700,400,950,1200
G2327123L,2017,520000,400,2100,0,5000
G3647154J,2017,620000,8300,1300,150,1900
G1300667K,2017,560000,5600,300,700,2900
G528621K,2017,940000,3700,1700,850,100
G4566609J,2017,450000,1400,2500,1000,400
G3616858L,2017,270000,4300,1200,50,2300
G3092507X,2017,140000,5000,400,1050,900
G4073704L,2017,490000,7400,100,250,4500
G4760219J,2017,990000,3300,2300,1000,3300
G3695242A,2017,910000,1700,2100,1150,5400
G3660034A,2017,790000,2400,200,900,2400
G1500213J,2017,600000,5900,1900,1200,0
G5526737K,2017,350000,9800,1900,50,300
G2242758K,2017,730000,9100,600,650,600
G4625371L,2017,90000,5300,0,400,4400
G5559208B,2017,630000,300,1200,0,2900
G3461632L,2017,520000,1900,2000,500,2300
G1330516L,2017,240000,4500,2200,1050,2600
G2118183X,2017,340000,8900,1800,550,3800
G4156616L,2017,970000,600,800,1000,2900
G4260621K,2017,910000,10000,1900,50,4800
G557373L,2017,620000,4300,1500,500,5100
G553273K,2017,350000,4600,1100,750,5300
G3177947X,2017,820000,1800,2000,450,1900
G3513795X,2017,600000,4800,0,550,2500
G5139745K,2017,320000,4300,1600,800,3500
G2315272X,2017,830000,6000,800,400,3100
G2375653L,2017,340000,9100,300,800,3400
G771511J,2017,110000,3000,2000,300,3300
G676183K,2017,520000,9300,100,1050,2200
G1374660J,2017,130000,4800,1000,450,4600
G5340741K,2017,1000000,5700,1200,900,4600
G1196183X,2017,180000,6100,2200,550,4300
G3790566A,2017,960000,1200,1800,550,5100
G4113677L,2017,340000,7900,1400,900,1900
G2445565L,2017,140000,900,400,150,1900
G5091886L,2017,980000,3100,1200,900,4200
G2312116B,2017,840000,2900,2100,350,2500
G3921528B,2017,300000,3700,200,650,4200
G450045X,2017,360000,5900,0,950,3400
G5441496K,2017,600000,2700,700,350,5200
G2711362X,2017,340000,5900,300,250,1600
G5735770A,2017,810000,3600,2200,900,3700
G5094659K,2017,50000,6600,1100,1100,2200
G3492460B,2017,810000,4800,1000,1200,1200
G2748840X,2017,290000,3900,2500,800,5400
G4375091K,2017,580000,2100,200,650,900
G5968360A,2017,430000,5700,2100,600,800
G882277K,2017,740000,5400,2000,1150,300
G4561160L,2017,220000,1800,2500,950,5500
G2416890L,2017,990000,1700,300,1250,900
G2408749J,2017,50000,1700,1800,650,1900
G1470493K,2017,590000,4100,1100,550,2100
G3688928X,2017,150000,9100,2500,150,1300
G494652J,2017,470000,1800,1100,1150,5300
G1013735J,2017,760000,8700,2000,100,900
G5954601K,2017,170000,2200,1800,800,800
G2490515J,2017,700000,7500,1100,100,2800
G1345725L,2017,510000,8200,1300,450,3100
G3866950K,2017,270000,700,1600,450,4300
G2313348L,2017,850000,3600,600,300,3200
G2333303K,2017,550000,5500,200,1200,3400
G981763L,2017,790000,4900,1200,1250,4500
G5106841K,2017,110000,900,1300,500,2800
G350780B,2017,240000,4800,600,700,700
G2519489L,2017,820000,6700,1400,650,4100
G807984A,2017,610000,2400,700,800,3600
G4104133K,2017,400000,1100,900,50,5400
G760504A,2017,920000,700,2400,650,1600
G3547044K,2017,360000,8400,600,1250,2900
G4484903L,2017,590000,2900,1900,1150,3600
G1406960L,2017,640000,400,1200,1200,900
G600450L,2017,520000,6900,700,250,1600
G5171335K,2017,870000,7600,1100,450,3900
G2041418L,2017,430000,6200,2200,550,1400
G3014976A,2017,590000,4300,1400,550,4200
G3472937J,2017,750000,2800,2500,750,2400
G1102890A,2017,180000,4600,2200,0,400
G4154353B,2017,790000,4300,300,700,3400
G314833A,2017,580000,1800,100,1200,5200
G5469850L,2017,670000,5200,0,1200,3900
G4909309A,2017,520000,4300,300,450,4100
G262565L,2017,300000,500,500,750,500
G2248292A,2017,900000,4800,1400,800,500
G627888L,2017,920000,8500,1000,1050,2800
G5131182A,2017,290000,7800,200,1100,4300
G2697260K,2017,610000,9000,2000,1000,5000
G231779K,2017,940000,6000,1500,100,3000
G338241A,2017,370000,9500,600,250,0
G5366250B,2017,630000,3700,300,1250,1100
G1587310B,2017,910000,6100,1700,900,1400
G3990140L,2017,40000,7400,1900,100,2900
G2387662B,2017,360000,2300,1000,1100,2500
G3110316J,2017,800000,7700,1000,200,2900
G4322075K,2017,540000,5000,2300,50,5100
G3216180L,2017,730000,1700,1600,700,1300
G3746525A,2017,560000,1800,600,50,4300
G1819442J,2017,280000,9700,1300,1150,900
G4370958B,2017,930000,8800,800,1250,3600
G1946739A,2017,680000,9900,600,150,3600
G3565768X,2017,160000,8900,1900,400,4700
G4023315K,2017,440000,8400,300,450,4500
G4380545K,2017,590000,9400,300,1150,4500
G1138794A,2017,120000,9900,100,400,2200
G287091A,2017,250000,8700,1600,900,100
G1161073K,2017,50000,9500,1500,200,3700
G2597927X,2017,450000,8800,300,0,3300
G5420777K,2017,880000,3100,900,950,4200
G3457262L,2017,70000,7600,800,100,500
G572230K,2017,100000,3500,1000,0,3300
G4661858L,2017,470000,7800,1900,700,2500
G3649322L,2017,580000,1000,1100,1150,2200
G3303712K,2017,870000,3100,2000,950,3700
G3172631K,2017,850000,3100,1500,300,4300
G2208165J,2017,540000,300,2000,550,1000
G1142625B,2017,370000,5200,1200,750,2900
G4682371K,2017,810000,4200,0,750,5300
G4853462K,2017,960000,6400,700,550,100
G705043A,2017,460000,3000,500,0,1900
G1389520J,2017,930000,5700,800,1150,800
G3381003L,2017,840000,1300,1300,200,5200
G4722277J,2017,540000,3000,2500,850,2500
G2827533K,2017,920000,6700,1900,600,5100
